Time	Voltage	Current	Temp.
6.400000e-001	-1.268089e-002	-7.860190e-002	3.011268e+002
6.500000e-001	-1.288440e-002	-7.861145e-002	3.011304e+002
6.600000e-001	-1.308805e-002	-7.862447e-002	3.011342e+002
6.700000e-001	-1.329184e-002	-7.864123e-002	3.011379e+002
6.800000e-001	-1.349581e-002	-7.866195e-002	3.011418e+002
6.900000e-001	-1.369994e-002	-7.868681e-002	3.011457e+002
7.000000e-001	-1.390427e-002	-7.871599e-002	3.011498e+002
7.100000e-001	-1.410881e-002	-7.874965e-002	3.011540e+002
7.200000e-001	-1.431358e-002	-7.878793e-002	3.011585e+002
7.300000e-001	-1.451860e-002	-7.883096e-002	3.011631e+002
7.400000e-001	-1.472388e-002	-7.887890e-002	3.011681e+002
7.500000e-001	-1.492946e-002	-7.893196e-002	3.011733e+002
7.600000e-001	-1.513535e-002	-7.899042e-002	3.011788e+002
7.700000e-001	-1.534158e-002	-7.905465e-002	3.011848e+002
7.800000e-001	-1.554819e-002	-7.912509e-002	3.011912e+002
7.900000e-001	-1.575521e-002	-7.920227e-002	3.011980e+002
8.000000e-001	-1.596266e-002	-7.928677e-002	3.012053e+002
8.100000e-001	-1.617060e-002	-7.937921e-002	3.012133e+002
8.200000e-001	-1.637906e-002	-7.948027e-002	3.012219e+002
8.300000e-001	-1.658809e-002	-7.959071e-002	3.012312e+002
8.400000e-001	-1.679774e-002	-7.971139e-002	3.012413e+002
8.500000e-001	-1.700808e-002	-7.984331e-002	3.012523e+002
8.600000e-001	-1.721916e-002	-7.998753e-002	3.012643e+002
8.700000e-001	-1.743107e-002	-8.014549e-002	3.012775e+002
8.800000e-001	-1.764387e-002	-8.031875e-002	3.012918e+002
8.900000e-001	-1.785766e-002	-8.050920e-002	3.013075e+002
9.000000e-001	-1.807255e-002	-8.071907e-002	3.013248e+002
9.100000e-001	-1.828865e-002	-8.095099e-002	3.013438e+002
9.200000e-001	-1.850610e-002	-8.120803e-002	3.013648e+002
9.300000e-001	-1.872505e-002	-8.149378e-002	3.013880e+002
9.400000e-001	-1.894567e-002	-8.181245e-002	3.014137e+002
9.500000e-001	-1.916818e-002	-8.216904e-002	3.014424e+002
9.600000e-001	-1.939285e-002	-8.258442e-002	3.014745e+002
9.700000e-001	-1.961984e-002	-8.300688e-002	3.015102e+002
9.800000e-001	-1.984930e-002	-8.343751e-002	3.015496e+002
9.900000e-001	-2.008061e-002	-8.363239e-002	3.015905e+002
1.000000e+000	-2.031318e-002	-8.363203e-002	3.016309e+002
